,UID,tYear,AADT,ESAL,pTrucks,SingleTrucks,DoubleTrucks,TrainTrucks,Unnamed: 0,sYear,IntID,Rutting,IRI,PSC,PPC,PRC,Alli,Long,SR,Begin ARM,End ARM,Is Bridge,Lane Surface Type,Lane Miles,Region_x,Federal Functional Class,Construction End Date,Substantial Completion Date,Contract Type Description,Surface Type Code,Surface Type Description,Surface Thickness,Treat Base Type Code,Treat Base Type Description,Treat Base Thickness,UTreat Base Thickness,cYear,Traffic Year,ESALs,Construction Year,Major Rehab Year,Segment Lane Miles,ESALs Since Major Rehab,Total Thickness,Total Surface Thickness,Listed Surface Type,Pavement Type,Construction Pavement Type,Major Rehab Type,Prior Major Rehab Year,Prior Major Rehab Type,sfThick,Tthick,TSfThick,STcode,cumPPT,meanMinTemp,meanMaxTemp,cumESALs,cumFTC
46913,65936.0,2009,10514,116435,8.75,510,377,33,359545.0,2009.0,82086.0,0.297,122.52,100.0,76.0,73.0,,,504.0,0.16,0.26,0.0,ACP,0.2,Southwest,Rural Minor Arterial,5/21/1993 0:00:00,10/9/1992 0:00:00,NEW CONSTR OR ALIGN CHG,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,1.65,1993.0,2013.0,92868.0,1977.0,2003.0,0.18,903825.0,1.1,0.6,ACP,ACP,ACP,ACP,1977.0,ACP,0.35,1.1,0.6,BA,8719.20996094,-0.715714267322,26.699999673,724050.138516,0.0
46935,65935.0,2010,8723,55462,5.57,317,160,10,377864.0,2010.0,81944.0,0.296,160.7,84.0,66.0,73.0,,82.0,504.0,0.06,0.16,0.0,ACP,0.2,Southwest,Rural Minor Arterial,6/1/1977 0:00:00,,BRIDGE,PA,PCCP,0.0,0.0,,0.0,0.0,1977.0,2013.0,79400.0,1977.0,2003.0,0.12,823064.0,1.25,0.75,ACP,ACP,ACP,ACP,1977.0,ACP,0.0,1.25,0.75,PA,10043.7199707,-0.312499985099,26.4849996567,707251.586917,0.0
46937,65936.0,2010,9800,62032,5.57,356,179,11,377879.0,2010.0,82086.0,0.309,110.3,91.0,79.0,72.0,,63.3,504.0,0.16,0.26,0.0,ACP,0.2,Southwest,Rural Minor Arterial,5/21/1993 0:00:00,10/9/1992 0:00:00,NEW CONSTR OR ALIGN CHG,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,1.65,1993.0,2013.0,92868.0,1977.0,2003.0,0.18,903825.0,1.1,0.6,ACP,ACP,ACP,ACP,1977.0,ACP,0.35,1.1,0.6,BA,10043.7199707,-0.312499985099,26.4849996567,827217.133173,0.0
46958,65935.0,2011,8393,53491,5.57,305,154,9,391322.0,2011.0,81944.0,0.379,127.625,92.0,75.0,64.0,,51.0,504.0,0.06,0.16,0.0,ACP,0.2,Southwest,Rural Minor Arterial,6/1/1977 0:00:00,,BRIDGE,PA,PCCP,0.0,0.0,,0.0,0.0,1977.0,2013.0,79400.0,1977.0,2003.0,0.12,823064.0,1.25,0.75,ACP,ACP,ACP,ACP,1977.0,ACP,0.0,1.25,0.75,PA,11329.1300049,-0.341111097071,26.3466663361,794166.129584,0.0
46960,65936.0,2011,9422,59550,5.57,342,172,10,391334.0,2011.0,82086.0,0.251,82.75,94.0,86.0,78.0,,38.0,504.0,0.16,0.26,0.0,ACP,0.2,Southwest,Rural Minor Arterial,5/21/1993 0:00:00,10/9/1992 0:00:00,NEW CONSTR OR ALIGN CHG,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,1.65,1993.0,2013.0,92868.0,1977.0,2003.0,0.18,903825.0,1.1,0.6,ACP,ACP,ACP,ACP,1977.0,ACP,0.35,1.1,0.6,BA,11329.1300049,-0.341111097071,26.3466663361,928874.308846,0.0
46981,65935.0,2012,8260,52834,5.57,300,151,9,405418.0,2012.0,81944.0,0.346,138.222,89.0,72.0,68.0,,80.0,504.0,0.06,0.16,0.0,ACP,0.2,Southwest,Rural Minor Arterial,6/1/1977 0:00:00,,BRIDGE,PA,PCCP,0.0,0.0,,0.0,0.0,1977.0,2013.0,79400.0,1977.0,2003.0,0.12,823064.0,1.25,0.75,ACP,ACP,ACP,ACP,1977.0,ACP,0.0,1.25,0.75,PA,12866.0799561,-0.269999986887,26.3579996109,880306.79296,0.0
46983,65936.0,2012,9301,58893,5.57,338,170,10,405436.0,2012.0,82086.0,0.364,85.5,91.0,85.0,66.0,,62.0,504.0,0.16,0.26,0.0,ACP,0.2,Southwest,Rural Minor Arterial,5/21/1993 0:00:00,10/9/1992 0:00:00,NEW CONSTR OR ALIGN CHG,BA,ACP CLASS B AR4000W,0.35,0.0,,0.0,1.65,1993.0,2013.0,92868.0,1977.0,2003.0,0.18,903825.0,1.1,0.6,ACP,ACP,ACP,ACP,1977.0,ACP,0.35,1.1,0.6,BA,12866.0799561,-0.269999986887,26.3579996109,1029626.33815,0.0
47004,65935.0,2013,8466,63930,5.77,242,236,10,418613.0,2013.0,81944.0,0.46,158.5,95.0,67.0,55.0,,26.0,504.0,0.06,0.16,0.0,ACP,0.2,Southwest,Rural Minor Arterial,6/1/1977 0:00:00,,BRIDGE,PA,PCCP,0.0,0.0,,0.0,0.0,1977.0,2013.0,79400.0,1977.0,2003.0,0.12,823064.0,1.25,0.75,ACP,ACP,ACP,ACP,1977.0,ACP,0.0,1.25,0.75,PA,13946.6400147,-0.369999988513,26.3136360862,959706.79296,0.0
47006,65936.0,2013,8986,84132,6.89,299,292,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47046,66475.0,2004,4288,19217,3.93,112,51,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47049,66506.0,2004,3141,32266,9.67,233,56,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47051,66516.0,2004,6113,69970,10.82,496,137,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47052,66517.0,2004,5429,62689,10.82,440,122,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47054,66523.0,2004,3523,50005,13.21,350,92,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47055,66524.0,2004,3117,43982,13.21,310,81,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47064,66475.0,2005,4265,19217,3.93,111,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47067,66506.0,2005,3124,31627,9.67,232,55,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47069,66516.0,2005,6080,69824,10.82,493,136,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47070,66517.0,2005,5400,62178,10.82,438,121,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47072,66523.0,2005,3504,49859,13.21,348,91,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47073,66524.0,2005,3100,43472,13.21,308,81,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47082,66475.0,2006,4291,19217,3.93,112,51,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47085,66506.0,2006,3143,32412,9.67,233,56,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47087,66516.0,2006,6117,69970,10.82,496,137,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47088,66517.0,2006,5433,62689,10.82,441,122,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47102,66506.0,2007,3391,43709,11.82,301,75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47104,66516.0,2007,5851,82545,12.71,551,143,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47105,66517.0,2007,4484,63017,12.71,422,110,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47119,66506.0,2008,3162,40880,11.82,280,70,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47121,66516.0,2008,5457,76668,12.71,514,134,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47122,66517.0,2008,4182,58875,12.71,394,102,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47136,66506.0,2009,3294,42121,11.82,292,72,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47138,66516.0,2009,5686,80008,12.71,536,139,48,359567.0,2009.0,82372.0,0.163,116.45,100.0,78.0,87.0,,,505.0,6.36,6.46,0.0,ACP,0.2,Southwest,Rural Major Collector,1/1/1954 0:00:00,,RESURFACE EXISTING RDWY,SA,BST CLASS A CRS-2 PRIME,0.04,0.0,,0.0,0.0,1954.0,2013.0,34055.0,1942.0,2003.0,0.12,568622.0,1.32,0.57,ACP,ACP over BST (Mixed),Unknown,ACP,1985.0,ACP,0.04,1.32,0.57,SA,7115.98999023,-0.758571420396,27.2157143184,265511.559064,0.0
47141,66517.0,2009,4357,60772,12.71,410,107,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47155,66506.0,2010,2716,25130,9.08,189,51,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47157,66516.0,2010,4831,44786,9.08,336,91,12,377921.0,2010.0,82372.0,0.162,107.2,98.0,80.0,87.0,,4.0,505.0,6.36,6.46,0.0,ACP,0.2,Southwest,Rural Major Collector,1/1/1954 0:00:00,,RESURFACE EXISTING RDWY,SA,BST CLASS A CRS-2 PRIME,0.04,0.0,,0.0,0.0,1954.0,2013.0,34055.0,1942.0,2003.0,0.12,568622.0,1.32,0.57,ACP,ACP over BST (Mixed),Unknown,ACP,1985.0,ACP,0.04,1.32,0.57,SA,8153.80004882,-0.364999979734,27.0274999142,303343.234162,0.0
47160,66517.0,2010,3702,34803,9.08,257,70,9,377904.0,2010.0,82281.0,0.174,78.45,97.0,86.0,86.0,,11.0,505.0,6.46,6.56,0.0,ACP,0.2,Southwest,Rural Major Collector,1/1/1951 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.17,0.0,,0.0,0.0,1951.0,2013.0,31039.0,1923.0,2003.0,0.26,518906.0,1.66,1.16,ACP,Composite,PCCP,ACP,1985.0,ACP,0.17,1.66,1.16,BA,8153.80004882,-0.364999979734,27.0274999142,276478.3628,0.0
47176,66506.0,2011,2611,24327,9.08,181,49,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47178,66516.0,2011,4645,43398,9.08,323,87,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47179,66517.0,2011,3559,32704,9.08,247,67,9,391344.0,2011.0,82281.0,0.184,83.95,100.0,85.0,85.0,,,505.0,6.46,6.56,0.0,ACP,0.2,Southwest,Rural Major Collector,1/1/1951 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.17,0.0,,0.0,0.0,1951.0,2013.0,31039.0,1923.0,2003.0,0.26,518906.0,1.66,1.16,ACP,Composite,PCCP,ACP,1985.0,ACP,0.17,1.66,1.16,BA,9116.08007812,-0.382222202089,26.9244444106,310454.943276,0.0
47195,66506.0,2012,2578,23816,9.08,179,48,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47197,66516.0,2012,4586,42742,9.08,319,86,11,405477.0,2012.0,82372.0,0.189,108.35,97.0,80.0,84.0,,11.0,505.0,6.36,6.46,0.0,ACP,0.2,Southwest,Rural Major Collector,1/1/1954 0:00:00,,RESURFACE EXISTING RDWY,SA,BST CLASS A CRS-2 PRIME,0.04,0.0,,0.0,0.0,1954.0,2013.0,34055.0,1942.0,2003.0,0.12,568622.0,1.32,0.57,ACP,ACP over BST (Mixed),Unknown,ACP,1985.0,ACP,0.04,1.32,0.57,SA,10310.8000488,-0.321999981999,26.9459999085,377567.353076,0.0
47200,66517.0,2012,3513,32412,9.08,244,66,9,405461.0,2012.0,82281.0,0.19,87.3,98.0,85.0,84.0,,,505.0,6.46,6.56,0.0,ACP,0.2,Southwest,Rural Major Collector,1/1/1951 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.17,0.0,,0.0,0.0,1951.0,2013.0,31039.0,1923.0,2003.0,0.26,518906.0,1.66,1.16,ACP,Composite,PCCP,ACP,1985.0,ACP,0.17,1.66,1.16,BA,10310.8000488,-0.321999981999,26.9459999085,344128.999328,0.0
47215,66506.0,2013,2589,20476,6.78,119,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47217,66516.0,2013,4234,34055,6.5,174,82,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47218,66517.0,2013,3433,27521,6.5,141,67,15,418652.0,2013.0,82281.0,0.217,87.95,96.0,84.0,81.0,,,505.0,6.46,6.56,0.0,ACP,0.2,Southwest,Rural Major Collector,1/1/1951 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.17,0.0,,0.0,0.0,1951.0,2013.0,31039.0,1923.0,2003.0,0.26,518906.0,1.66,1.16,ACP,Composite,PCCP,ACP,1985.0,ACP,0.17,1.66,1.16,BA,11084.8500366,-0.376363621517,26.928181735,375167.999328,0.0
47221,66525.0,2013,2705,38909,13.21,259,82,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47238,66760.0,2004,1352,20732,16.13,185,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47248,66760.0,2005,1345,20732,16.13,184,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47258,66760.0,2006,1353,20988,14.04,140,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47268,66760.0,2007,1392,23086,16.2,181,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47278,66760.0,2008,1298,21845,16.2,168,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47288,66760.0,2009,1369,22940,16.2,178,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47298,66760.0,2010,1385,23086,16.2,180,30,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47308,66760.0,2011,1332,22502,16.2,173,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47318,66760.0,2012,1111,17556,14.98,119,43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47328,66760.0,2013,1146,18852,14.98,122,44,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47330,66762.0,2004,12593,41026,3.47,353,84,0,276972.0,2004.0,82726.0,0.067,115.215,97.0,78.0,95.0,,13.0,507.0,0.06,0.16,0.0,ACP,0.2,Southwest,Urban Minor Arterial,1/5/2001 0:00:00,1/5/2001 0:00:00,RESURFACE EXISTING RDWY,B5,ACP CLASS A PG64-22,0.15,0.0,,0.0,0.0,2001.0,2013.0,35478.0,1937.0,2002.0,0.2,417660.0,1.55,1.05,ACP,Composite,PCCP,ACP,1984.0,ACP,0.15,1.55,1.05,Other,3208.02001953,1.26333332062,27.0999997457,96242.829732,35.0
47331,66763.0,2004,12774,46191,3.96,424,79,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47332,66764.0,2004,12106,48089,4.36,441,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47334,66770.0,2004,9247,36847,4.36,337,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47340,66783.0,2004,5234,32412,3.21,132,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47343,66789.0,2004,10022,80592,7.05,513,137,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47351,66907.0,2004,9964,215532,15.73,891,481,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47352,66908.0,2004,6749,145744,15.73,603,326,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47357,66980.0,2004,4232,93239,17.87,486,208,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47362,67043.0,2004,8470,116070,12.24,739,241,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47368,67071.0,2004,17749,243181,12.24,1549,506,117,277001.0,2004.0,82900.0,0.158,131.336,95.0,74.0,87.0,5.0,20.0,507.0,30.91,31.01,0.0,ACP,0.2,Olympic,Urban Minor Arterial,3/7/1988 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.12,0.0,,0.0,0.0,1988.0,2013.0,204445.0,1923.0,1998.0,0.46,2732404.0,1.5,1.0,ACP,Composite,PCCP,ACP,1988.0,ACP,0.12,1.5,1.0,BA,7237.9500122,0.598571443132,25.3857143947,1244176.6036,48.0
47369,67072.0,2004,11700,160472,12.24,1021,333,77,276983.0,2004.0,82792.0,0.17,130.296,91.0,74.0,86.0,5.0,40.5,507.0,31.01,31.11,0.0,ACP,0.2,Olympic,Urban Minor Arterial,5/27/1998 0:00:00,5/18/1998 0:00:00,RESURFACE EXISTING RDWY,AA,ACP CLASS A AR4000W,0.15,0.0,,0.0,0.0,1998.0,2013.0,178820.0,1923.0,1998.0,0.06,2428718.0,1.38,0.88,ACP,Composite,PCCP,ACP,1971.0,ACP,0.15,1.38,0.88,Other,7237.9500122,0.598571443132,25.3857143947,1088232.33758,48.0
47375,67196.0,2004,13132,170510,10.57,961,265,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47377,66762.0,2005,12950,41884,3.62,400,66,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47378,66763.0,2005,12890,46483,3.96,428,80,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47379,66764.0,2005,12216,48746,4.36,445,86,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47381,66770.0,2005,9331,37504,4.36,340,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47382,66771.0,2005,9737,77782,4.36,354,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47384,66774.0,2005,8910,71212,4.36,324,62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47389,66783.0,2005,5282,32558,3.21,133,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47392,66789.0,2005,10113,80884,7.05,518,139,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47400,66907.0,2005,9910,67744,7.67,668,75,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47401,66908.0,2005,6713,46318,7.67,452,51,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47406,66980.0,2005,4209,93093,17.87,484,207,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47411,67043.0,2005,8424,115413,12.24,735,240,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47418,67071.0,2005,17911,244933,12.24,1564,510,118,292004.0,2005.0,82900.0,0.187,127.132,96.0,75.0,84.0,,21.0,507.0,30.91,31.01,0.0,ACP,0.2,Olympic,Urban Minor Arterial,3/7/1988 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.12,0.0,,0.0,0.0,1988.0,2013.0,204445.0,1923.0,1998.0,0.46,2732404.0,1.5,1.0,ACP,Composite,PCCP,ACP,1988.0,ACP,0.12,1.5,1.0,BA,8277.55999755,0.376250019297,25.5075001717,1439571.03452,55.0
47419,67072.0,2005,11806,161421,12.24,1031,336,78,291986.0,2005.0,82792.0,0.187,121.223,95.0,77.0,84.0,,26.0,507.0,31.01,31.11,0.0,ACP,0.2,Olympic,Urban Minor Arterial,5/27/1998 0:00:00,5/18/1998 0:00:00,RESURFACE EXISTING RDWY,AA,ACP CLASS A AR4000W,0.15,0.0,,0.0,0.0,1998.0,2013.0,178820.0,1923.0,1998.0,0.06,2428718.0,1.38,0.88,ACP,Composite,PCCP,ACP,1971.0,ACP,0.15,1.38,0.88,Other,8277.55999755,0.376250019297,25.5075001717,1259136.16079,55.0
47423,67196.0,2005,13252,171459,10.57,970,268,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47426,66764.0,2006,13048,42176,3.62,403,67,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47428,66770.0,2006,9151,29620,3.62,283,47,2,307520.0,2006.0,82867.0,0.076,170.319,97.0,64.0,95.0,,11.0,507.0,0.86,0.95,0.0,ACP,0.18,Southwest,Urban Minor Arterial,11/1/1969 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.1,0.0,,0.0,0.0,1969.0,2013.0,23579.0,1937.0,2002.0,0.04,269391.0,1.5,1.0,ACP,Composite,PCCP,ACP,1984.0,ACP,0.1,1.5,1.0,BA,5805.42993164,0.415999997408,27.3200000763,109068.567521,51.0
47429,66771.0,2006,9755,63474,3.62,301,50,2,307464.0,2006.0,82585.0,0.075,149.924,99.0,69.0,95.0,,2.0,507.0,0.95,1.05,0.0,ACP,0.2,Southwest,Urban Other Principal Arterial,1/1/1937 0:00:00,,RECONSTR EXISTING ALIGN,PA,PCCP,0.5,2.0,Crushed Stone,0.5,0.0,1937.0,2013.0,23579.0,1937.0,2002.0,0.08,269391.0,1.35,0.85,ACP,Composite,PCCP,ACP,1969.0,ACP,0.5,1.35,0.85,PA,5805.42993164,0.415999997408,27.3200000763,109068.567521,51.0
47432,66774.0,2006,8914,57852,3.62,275,45,2,307544.0,2006.0,83019.0,0.095,177.038,99.0,62.0,93.0,,1.0,507.0,1.25,1.31,0.0,ACP,0.12,Southwest,Urban Other Principal Arterial,1/1/1956 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.25,0.0,,0.0,0.0,1956.0,2013.0,45485.0,1937.0,2002.0,1.04,498815.0,1.35,0.85,ACP,Composite,PCCP,ACP,1956.0,ACP,0.25,1.35,0.85,BA,5805.42993164,0.415999997408,27.3200000763,210398.39661,51.0
47437,66783.0,2006,5349,33215,3.21,135,37,0,307497.0,2006.0,82759.0,0.127,161.275,93.0,,,,42.0,507.0,2.1,2.2,0.0,ACP,0.2,Southwest,Urban Minor Arterial,8/1/1984 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.15,0.0,,0.0,0.0,1984.0,2013.0,40132.0,1937.0,2002.0,0.12,224526.0,1.4,0.9,ACP,Composite,PCCP,ACP,1984.0,ACP,0.15,1.4,0.9,BA,5805.42993164,0.415999997408,27.3200000763,185637.209031,51.0
47440,66789.0,2006,10118,80884,7.05,518,139,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47443,66803.0,2006,4616,68711,12.61,409,118,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47450,66907.0,2006,9970,68036,7.67,672,76,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47451,66908.0,2006,6754,46610,7.67,455,51,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47456,66980.0,2006,4235,93239,17.87,487,208,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47461,67043.0,2006,8475,116070,12.24,740,242,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47468,67071.0,2006,18726,256339,12.24,1635,534,124,307527.0,2006.0,82900.0,0.235,124.098,92.0,76.0,79.0,16.0,18.0,507.0,30.91,31.01,0.0,ACP,0.2,Olympic,Urban Minor Arterial,3/7/1988 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.12,0.0,,0.0,0.0,1988.0,2013.0,204445.0,1923.0,1998.0,0.46,2732404.0,1.5,1.0,ACP,Composite,PCCP,ACP,1988.0,ACP,0.12,1.5,1.0,BA,9540.4500122,0.265555572178,25.5733335283,1635263.2804,60.0
47469,67072.0,2006,12636,173120,12.24,1103,360,83,307506.0,2006.0,82792.0,0.175,117.099,88.0,78.0,86.0,16.0,58.0,507.0,31.01,31.11,0.0,ACP,0.2,Olympic,Urban Minor Arterial,5/27/1998 0:00:00,5/18/1998 0:00:00,RESURFACE EXISTING RDWY,AA,ACP CLASS A AR4000W,0.15,0.0,,0.0,0.0,1998.0,2013.0,178820.0,1923.0,1998.0,0.06,2428718.0,1.38,0.88,ACP,Composite,PCCP,ACP,1971.0,ACP,0.15,1.38,0.88,Other,9540.4500122,0.265555572178,25.5733335283,1430300.47103,60.0
47475,66764.0,2007,12018,39110,3.62,371,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47477,66770.0,2007,9180,29766,3.62,284,47,2,324159.0,2007.0,82867.0,0.093,169.084,95.0,64.0,93.0,,8.0,507.0,0.86,0.95,0.0,ACP,0.18,Southwest,Urban Minor Arterial,11/1/1969 0:00:00,,RESURFACE EXISTING RDWY,BA,ACP CLASS B AR4000W,0.1,0.0,,0.0,0.0,1969.0,2013.0,23579.0,1937.0,2002.0,0.04,269391.0,1.5,1.0,ACP,Composite,PCCP,ACP,1984.0,ACP,0.1,1.5,1.0,BA,6951.24987793,0.254999995853,27.038333257,131681.481116,64.0
